Company,Address,Phone Number,Website
GZI Real Estate and Marketing,"1090 Kane Concourse Ste 207Bay Harbor Islands, FL 33154",(305) 864-5330,http://gzirealty.com
H Mayes Rental Properties,"4250 NW 22nd AveMiami, FL 33142",(305) 634-6844,
Miami Riverview Apartments,"2507 NW 16th Street RdMiami, FL 33125",(305) 638-7533,
Property Counselor Inc,"2103 Coral WayCoral Gables, FL 33145",(305) 856-5868,
Complex Research Inc,"2362 SW 8th StMiami, FL 33135",(786) 953-7180,
Sunview Management,"2533 SW 19th Ave Apt 300Coconut Grove, FL 33133",(305) 285-0280,http://sunviewcompanies.com
Greater Miami VOA Elderly Housing Inc,"2501 NW 7th StMiami, FL 33125",(305) 643-1343,http://volunteersofamerica.org
Riverside VOA Elderly Housing Inc,"740 NW 25th AveMiami, FL 33125",(305) 643-0059,
Majorka Towers,"11930 N Bayshore DrNorth Miami, FL 33181",(305) 893-5851,
The Village Apartments,"1320 NW 79th StMiami, FL 33147",(786) 310-7281,
The Pet Paradise Inc,"2516 W Flagler StMiami, FL 33135",(786) 360-3317,
Mid Bay Properties,"12000 N Bayshore DrNorth Miami, FL 33181",(305) 899-7707,
Organization Hondurena Itg,"757 NW 27th AveMiami, FL 33125",(786) 409-7317,
Nobregas PA Millin,"2223 Coral WayCoral Gables, FL 33145",(305) 860-9558,
Carerra Consulting Group Intl.,"3530 Crystal CtMiami, FL 33133",(305) 999-1284,http://www.carreracg.com
Elite Riverview Apartments,"1750 NW 27th AveMiami, FL 33125",(305) 603-9757,
Tropicana Apartments,"1900 Sans Souci BlvdNorth Miami, FL 33181",(305) 893-7421,
Legacy at Sans Souci,"1900 Sans Souci BlvdNorth Miami, FL 33181",(833) 256-6809,
Lincoln Fields,"2020 NW 63rd StMiami, FL 33147",(305) 691-8862,
Balmoral Restaurant,"9801 Collins AveBal Harbour, FL 33154",(305) 866-7792,
River Breeze Villas Condominiums,"2727 NW 17th TerMiami, FL 33125",(305) 635-3992,
La Esquina Del Diamante,"3105 NW 27th AveMiami, FL 33142",(305) 846-9579,
Bay Harbour,"1101 101st StBay Harbor Islands, FL 33154",(305) 867-7584,
DREAM Dynamic Real Estate Assistance & Management,"12000 Biscayne BlvdNorth Miami, FL 33181",(305) 305-5323,
Dappry,"12000 Biscayne BlvdNorth Miami, FL 33181",(786) 817-2102,
Unique Internet Realty Inc.,"2124 NE 123rd St Ste 216bNorth Miami, FL 33181",(305) 868-2141,http://www.magdasaltzman.com
Alta Mira Apartments,"12010 NE 16th AveMiami, FL 33161",(786) 452-8553,
Advenir at Biscayne Shores,"12016 NE 16th AveMiami, FL 33161",(305) 899-9142,http://www.adveniratbiscayneshores.com
Advenir Biscayne Shores,"12030 NE 16th AveMiami, FL 33161",(786) 953-8433,http://adveniratbiscayneshores.com
Watermarke-Waterton Residential,"1555 NE 121st StNorth Miami, FL 33161",(305) 891-8377,
Avesta Biscayne,"1485 NE 121st StNorth Miami, FL 33161",(305) 891-6445,
Apartamentos Diego,"2760 SW 10th StMiami, FL 33135",(305) 643-1306,
Acceptance Life Counseling,"1312 SW 27th AveMiami, FL 33145",(786) 360-1600,http://acceptance-life-counseling.hub.biz
Avesta Biscayne,"1465 NE 121st StNorth Miami, FL 33161",(305) 893-6477,
The Anchorage Apartments,"2320 NW 62nd StMiami, FL 33147",(786) 391-3643,https://www.royalamerican.com/properties/the-anchorage-miami-fl/contact
Admiralty Apartments,"10160 Collins AveBal Harbour, FL 33154",(305) 866-3624,
Bal Harbour Manor,"10190 Collins AveBal Harbour, FL 33154",(305) 868-9175,
Watermarke at Biscayne,"1550 NE 123rd StNorth Miami, FL 33161",(305) 893-9771,
Federal Medical Group Inc,"1821 SW 27th AveMiami, FL 33145",(305) 285-0888,
Biscayne Apartments,"1500 NE 123rd StNorth Miami, FL 33161",(786) 574-3610,https://www.respropmanagement.com/portfolio
Waterton Residential,"1490 NE 123rd StNorth Miami, FL 33161",(305) 893-9771,
Sun King Apartment,"12401 NE 16th AveNorth Miami, FL 33161",(305) 981-8828,
Foreclosure Deals,"12550 Biscayne Blvd Ste 306North Miami, FL 33181",(305) 433-7205,http://www.foreclosuredeals.com
The Rental Experts Realty,"12550 Biscayne Blvd Ste 306North Miami, FL 33181",(305) 455-4800,
RMC Proffesional SVS,"3101 NW 29th StMiami, FL 33142",(786) 360-1473,
Lati Centro Evangholistico,"2100 NW 76th StMiami, FL 33147",(305) 381-0669,
Brownsville Village,"5185 NW 29th AveMiami, FL 33142",(305) 633-2350,https://www.brownsvillevillageapts.com
Brownsville Transit Village,"5255 NW 29th AveMiami, FL 33142",(305) 633-2350,http://www.cpmapartments.com/locations-3
Lakeshore Presidential Apartments,"1260 NW 95th StMiami, FL 33147",(305) 691-1975,https://www.lakeshoremiami.com
VGT Alliance,"2828 Coral WayCoral Gables, FL 33145",(305) 705-5000,http://dgtalliance.com
Bryanandrewmedina.Com,"1214 SW 30th PlMiami, FL 33135",(305) 499-0802,
Jml Entertainment,"1340 NW 95th StMiami, FL 33147",(786) 212-1243,
Ocean Towers Cabana,"795 Crandon BlvdKey Biscayne, FL 33149",(305) 365-7999,
Thye Professional Building,"50 W Mashta DrKey Biscayne, FL 33149",(305) 361-5052,
The Corinthian,"7705 NW 22nd AveMiami, FL 33147",(305) 693-0088,http://thecorinthian.pmiflorida.com
The Corinthian,"7735 NW 22nd AveMiami, FL 33147",(786) 318-1078,
The Gardens Residences,"1155 NE 126th StNorth Miami, FL 33161",(786) 558-5776,https://www.gardensresidences.com
Advance Health Center,"11900 W Dixie HwyNorth Miami, FL 33161",(305) 688-4855,
Keystone Bay Condominium Association Inc,"2640 NE 135th St Ofc 1North Miami, FL 33181",(305) 944-9214,
Okonor,"13503 NE 24th PlNorth Miami, FL 33181",(305) 944-8385,
Santa Clara II Apt,"2950 SW 27th AveMiami, FL 33133",(305) 545-6873,
City View Condo,"2441 SW 31st AveMiami, FL 33145",(305) 445-1484,
Miami Waterfront Realty,"13205 NE 16th AveNorth Miami, FL 33161",(305) 970-2884,http://www.miamiwaterfrontrealty.com
South 27 Lofts,"3001 SW 27th AveMiami, FL 33133",(305) 443-9606,http://south27lofts.com
Alameda Garden,"1965 NE 135th StNorth Miami, FL 33181",(786) 274-8900,
Robert Roemer,"13275 NE 16th AveNorth Miami, FL 33161",(305) 456-9493,
Divine World Inc,"3534 W Flagler StMiami, FL 33135",(786) 409-2376,
Grove Town Properties,"2809 Bird Ave #2GCoconut Grove, FL 33133",(786) 554-8947,http://www.grovetownproperties.com
Pinnacle Heights,"3530 NW 36th StMiami, FL 33142",(786) 483-8909,http://pinnaclehousing.com
Elite Sales Group Re,"2665 S Bayshore Dr Ste 605Miami, FL 33133",(305) 639-8624,http://www.esgrealestate.com
TM Realty Services,"2665 S Bayshore Dr Ste 410Miami, FL 33133",(305) 854-2552,
Elite Sales Group Real Estate,"2665 S Bayshore Dr Ste 605Miami, FL 33133",(305) 554-1544,http://elitesalesgrouprealestate.com
Magic City Store,"714 NE 128th StNorth Miami, FL 33161",(786) 294-0979,
Grove Princess Apartments,"2950 S Dixie HwyMiami, FL 33133",(786) 401-7801,
Magnet Filmworks,"3021 SW 28th LnMiami, FL 33133",(786) 615-8563,
Grove Princess Apts,"2901 Virginia StMiami, FL 33133",(786) 409-6934,
El Cortijo,"935 NW 37th AveMiami, FL 33125",(305) 631-7028,
Strickly Financial,"1650 NE 135th St Apt 1003North Miami, FL 33181",(786) 558-9219,
Cfri Sb Oig Ventrue,"2699 S Bayshore DrMiami, FL 33133",(305) 860-0104,
Grove Princess Apts,"2950 Virginia StMiami, FL 33133",(786) 409-6934,
Legacy at 36th,"3645 NW 36th StMiami, FL 33142",(844) 755-6093,
L Apartment,"4255 NW 36th AveMiami, FL 33142",(786) 870-5195,
Two Star,"9203 NW 22nd AveMiami, FL 33147",(786) 362-6013,
Majestic Apartment,"12990 NE 6th AveNorth Miami, FL 33161",(305) 456-5597,https://csmultifamilyapartments.com/home/majestic-apartments
Allen Beach Apartments Inc,"13100 NE 7th AveNorth Miami, FL 33161",(305) 891-3591,
I Dont Work,"3570 NW 52nd StMiami, FL 33142",(305) 456-2056,
CFH Group,"13055 NE 6th AveNorth Miami, FL 33161",(305) 891-5238,http://newellrubbermaid.com
Eyho Apparel,"14030 Biscayne BlvdNorth Miami Beach, FL 33181",(305) 650-1949,
Eyho Apparel,"14050 Biscayne Blvd Apt 115North Miami Beach, FL 33181",(305) 650-1949,
1700 Building,"1700 S Douglas RdCoral Gables, FL 33134",(305) 476-9774,
Douglas Grand,"50 Menores AveCoral Gables, FL 33134",(305) 441-6664,https://www.douglasgrandcondo.com/about.htm
Sunshine Lakes,"10900 NW 14th AveMiami, FL 33167",(786) 359-4991,https://sunshinelakesapts.prospectportal.com
MD Care Inc,"3939 NW 7th St Ste 206Miami, FL 33126",(786) 401-6137,
North Hill Inc,"3939 NW 7th StMiami, FL 33126",(305) 631-7028,
Gold King Apts,"13315 NE 6th AveNorth Miami, FL 33161",(305) 899-2005,http://apartmentguide.com/apartments/florida/north
American Auto Rental Luxury Corp,"3995 NW 25th StMiami, FL 33142",(305) 526-1016,
West Dixie Towers,"13865 W Dixie HwyNorth Miami, FL 33161",(305) 891-5006,https://westdixietowers.weebly.com/contact.html
North Side Transit Village,"3100 NW 77th StMiami, FL 33147",(305) 691-1210,https://www.northsidetransitvillage.com/Contact.aspx
"Vladimir De La Cruz, Realtor","814 Ponce De Leon Blvd Ste 500Coral Gables, FL 33134",(786) 327-6641,
Weda Developers,"999 Ponce De Leon BlvdCoral Gables, FL 33134",(305) 461-2142,
Milagro,"2263 Douglas RdMiami, FL 33145",(305) 442-7300,https://www.milagrocoralgables.com
Milagro Coral Gables,"2263 SW 37th AveMiami, FL 33145",(305) 442-7300,http://www.milagrocoralgables.com
Finaccess Capital USA,"2 Alhambra Plz Ste 1103Coral Gables, FL 33134",(786) 817-2219,
USAA Realty Company,"2 Alhambra Plz Ste 107Coral Gables, FL 33134",(305) 447-9191,http://www.usrealco.com
Gusnia Investment Inc,"1000 Ponce De Leon Blvd Ste 104Coral Gables, FL 33134",(305) 476-7761,
Monserrate Apartments,"2600 S Douglas RdCoral Gables, FL 33134",(786) 507-1540,
Gables Terrace Condominiums,"2351 Douglas RdMiami, FL 33145",(305) 569-6110,http://gables.com
Forever Healthy Living Inc,"3934 SW 8th StCoral Gables, FL 33134",(305) 646-1647,
CT Mobs,"95 Merrick WayCoral Gables, FL 33134",(305) 200-0200,
Tamach Gables Square Office Condo,"75 Valencia AveCoral Gables, FL 33134",(305) 476-0599,
Elite Ocean View Realty,"1600 Ponce De Leon BlvdCoral Gables, FL 33134",(786) 615-2367,https://www.eliteoceanviewrealty.com/about/join-our-team
The Fountains Ltd,"235 Sidonia AveCoral Gables, FL 33134",(305) 443-0704,https://pmiflorida.com/property/the-fountains
850 Living,"850 NW 42nd AveMiami, FL 33126",(786) 833-6174,https://www.850livingmiami.com
Continental Real Estate Co Commercial,"2121 Ponce De Leon BlvdCoral Gables, FL 33134",(305) 854-7342,https://www.continental-realestate.com
Jet Trading and Leasing,"2121 Ponce De Leon Blvd Ste 530Coral Gables, FL 33134",(305) 567-2424,
The Local Craft Food & Drink,"150 Giralda AveCoral Gables, FL 33134",(305) 648-5687,https://www.thelocal150.com
La Hacienda In the Gables,"1400 Salzedo St Apt 1BNORTHCoral Gables, FL 33134",(305) 445-3033,http://www.lahacienda.com
Florida Injury Network,"100 Almeria AveCoral Gables, FL 33134",(786) 483-8117,
Tfj Capital Investments Corp,"14651 Biscayne Blvd Unit 321North Miami, FL 33181",(786) 857-4856,
Mendoza Ave,"344 Mendoza AveMiami, FL 33134",(305) 446-7130,
Codina Partners,"2020 Salzedo St 5th FlCoral Gables, FL 33134",(305) 529-1300,https://www.codina.com
Vacation Rentals,"1855 NW 21st StMiami, FL 33142",(786) 409-3364,http://yourent.com
Homeescape,"67 NW 183rd StMiami, FL 33169",(888) 423-0002,https://www.homeescape.com
Luxuri,"2020 NE 163rd StMiami, FL 33162",(305) 925-0789,http://luxuri.com
Rentalo.com,"6175 Nw 153 StMiami, FL 33126",(305) 512-4430,https://rentalo.com/contact
Florida Kosher Villas,"1021 NE 178th TerNorth Miami Beach, FL 33162",(305) 974-5425,http://floridakoshervillas.com
Vacation Store of Miami,"4201 SW 11th StCoral Gables, FL 33134",(305) 774-0040,http://www.vacationstoremiami.com
Ayp Rentals,"16500 Collins AveSunny Isles Beach, FL 33160",(305) 944-0744,https://ayprentals.com/contact-us
Biscayne Park Villas,"15470 NW 2nd AveMiami, FL 33169",(305) 816-6574,https://biscayneparkvillas.com
VIP Miami Vacation,"17070 Collins Ave Ste 255Sunny Isles Beach, FL 33160",(754) 900-1960,http://www.vipmiamivacation.us
Shani Vacation Rentals,"17555 Atlantic BlvdSunny Isles Beach, FL 33160",(305) 785-9467,https://www.shanivacationrentals.com
Home Escape,"17401 NW 2nd AveMiami, FL 33169",(888) 423-0002,http://homeescape.com
S Coast Vacation Rentals,"19380 Collins AveSunny Isles Beach, FL 33160",(786) 870-4704,
Vacation Rentals of South Florida,"3610 Yacht Club DrMiami, FL 33180",(954) 471-1646,https://www.vrsfl.com/contact-us
Destiny Magic Vacations Inc,"4995 NW 72nd AveMiami, FL 33166",(305) 433-4467,
Chateau Beach Inc,"15795 Collins AveNorth Miami Beach, FL 33160",(305) 944-4440,http://chateaubeachmiami.com/home.php
Vacation Rental Manager,"7950 NW 53rd StMiami, FL 33166",(800) 707-9792,
Marenas Beach Resort,"18683 Collins AveSunny Isles Beach, FL 33160",(305) 503-6000,http://www.marenasresortmiami.com
Taylored Limousine & Exotics,"7281 NW 43rd StMiami, FL 33166",(786) 873-9711,http://www.tayloredlimousines.com
THE DAYS GROUP,"20801 Biscayne BlvdMiami, FL 33180",(954) 822-0996,
Miami Rentals Miami,"16699 Collins AveSunny Isles Beach, FL 33160",(305) 424-8057,
Miami Condos for Rent Miami,"17100 N Bay RdSunny Isles Beach, FL 33160",(305) 424-8057,
1 Key Realty,"1835 NE Miami Gardens DrMiami, FL 33179",(305) 525-8947,http://www.1keyrealty.com
Miami Property Sales & Rentals,"8318 NW 56th StDoral, FL 33166",(956) 307-6439,
Pro Land Travel Bureau,"4925 SW 75th AveMiami, FL 33155",(305) 221-5352,http://www.prolandtravel.com
Yaffe Intl Realty,"19300 W Dixie Hwy Unit 7Miami, FL 33180",(786) 838-6758,http://lead.lgrealtor.sef.mlxchange.com
"Platinum Worldwide Realty, LLC","16300 NE 19th Ave Ste BNorth Miami Beach, FL 33162",(786) 220-3330,
One Miami Living,"16850 Collins AveSunny Isles Beach, FL 33160",(954) 663-3479,
"CIM Properties & Investment, LLC","520 NW 165th Street Rd Ste 106Miami, FL 33169",(786) 280-5014,
Camden Aventura Apartments,"3100 NE 190th StAventura, FL 33180",(786) 386-0626,https://www.camdenliving.com/apartments/aventura-fl/camden-aventura?utm_source=gmb&utm_medium=local&utm_campaign=camden-aventura&y_source=1_MTE2Nzc0NTQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
Chris and Joe Miami Homes,"7220 SW 57th AveSouth Miami, FL 33143",(305) 613-3121,http://chrisandjoemiamihomes.com
Miami Gardens Office Center,"99 NW 183rd St Ste 138Miami, FL 33169",(305) 652-7576,http://www.miami-office-center.com/contact.html
Elliot Realty Services,"7456 SW 48th StMiami, FL 33155",(305) 667-3325,http://www.elliottrealty.net
Nile Gardens Apartment,"12750 NW 27th AveOpa Locka, FL 33054",(305) 685-0606,
Flagler Park 2,"437 NW 57th AveMiami, FL 33126",(305) 266-4064,
"Vladimir De La Cruz, Realtor","814 Ponce De Leon Blvd Ste 500Coral Gables, FL 33134",(786) 327-6641,
Weda Developers,"999 Ponce De Leon BlvdCoral Gables, FL 33134",(305) 461-2142,
Finaccess Capital USA,"2 Alhambra Plz Ste 1103Coral Gables, FL 33134",(786) 817-2219,
USAA Realty Company,"2 Alhambra Plz Ste 107Coral Gables, FL 33134",(305) 447-9191,http://www.usrealco.com
Gables Terrace Condominiums,"2351 Douglas RdMiami, FL 33145",(305) 569-6110,http://gables.com
Forever Healthy Living Inc,"3934 SW 8th StCoral Gables, FL 33134",(305) 646-1647,
Pipeline Gables,"95 Merrick Way Fl 3Coral Gables, FL 33134",(786) 477-6440,http://pipelineworkspaces.com
CT Mobs,"95 Merrick WayCoral Gables, FL 33134",(305) 200-0200,
Elite Ocean View Realty,"1600 Ponce De Leon BlvdCoral Gables, FL 33134",(786) 615-2367,https://www.eliteoceanviewrealty.com/about/join-our-team
The Fountains Ltd,"235 Sidonia AveCoral Gables, FL 33134",(305) 443-0704,https://pmiflorida.com/property/the-fountains
850 Living,"850 NW 42nd AveMiami, FL 33126",(786) 833-6174,https://www.850livingmiami.com
Continental Real Estate Co Commercial,"2121 Ponce De Leon BlvdCoral Gables, FL 33134",(305) 854-7342,https://www.continental-realestate.com
Jet Trading and Leasing,"2121 Ponce De Leon Blvd Ste 530Coral Gables, FL 33134",(305) 567-2424,
The Local Craft Food & Drink,"150 Giralda AveCoral Gables, FL 33134",(305) 648-5687,https://www.thelocal150.com
La Hacienda In the Gables,"1400 Salzedo St Apt 1BNORTHCoral Gables, FL 33134",(305) 445-3033,http://www.lahacienda.com
Florida Injury Network,"100 Almeria AveCoral Gables, FL 33134",(786) 483-8117,
Mendoza Ave,"344 Mendoza AveMiami, FL 33134",(305) 446-7130,
Vacation Rentals,"1855 NW 21st StMiami, FL 33142",(786) 409-3364,http://yourent.com
Gold Rose Realty Inc,"17071 W Dixie HwyNorth Miami Beach, FL 33160",(305) 949-1411,
Interval International,"6262 Sunset DrSouth Miami, FL 33143",(305) 666-1861,https://www.intervalworld.com/web/my/home
Fifth Financial Mister Loans Mortgage Broker,"3323 NE 163rd St #404North Miami Beach, FL 33160",(786) 868-5110,https://mister.loans/en_US
Miami Gardens Office Center,"99 NW 183rd St Ste 138Miami, FL 33169",(305) 652-7576,http://www.miami-office-center.com/contact.html
Ultimate Jet Vacations,"2440 NE Miami Gardens Dr Ste 107Aventura, FL 33180",(305) 830-0200,https://www.ultimatejetvacations.com/contact-us
Yaffe Intl Realty,"19300 W Dixie Hwy Unit 7Miami, FL 33180",(786) 838-6758,http://lead.lgrealtor.sef.mlxchange.com
ACGG Development Group,"255 University DrCoral Gables, FL 33134",(305) 665-1250,
Floridian First Realty,"710 S Dixie Hwy # 100Coral Gables, FL 33146",(305) 667-5235,http://www.floridianfirstrealty.com
Proconfega,"4995 NW 72nd Ave Ste 102Miami, FL 33166",(305) 638-8026,http://proconfega.autopal.info
"A Solid Property Management Group, Inc.","85 Grand Canal Dr Ste 201Miami, FL 33144",(305) 661-8400,http://asolidmanagement.com
RE/MAX PRESIDENTIAL AVENTURA,"20803 Biscayne Blvd Ste 105Miami, FL 33180",(888) 407-6374,
Trump Tower Condos for sale,"16453 NE 30th AveNorth Miami Beach, FL 33160",(305) 281-8653,
Real Estate Against Bullying Inc,"5201 Blue Lagoon Dr Ste 800Miami, FL 33126",(678) 636-9902,
Fifth Financial Mister Loans Mortgage Broker,"3323 NE 163rd St #404North Miami Beach, FL 33160",(786) 868-5110,https://mister.loans/en_US
Lazul North Miami Beach Apartments,"2145 NE 164th StNorth Miami Beach, FL 33162",(786) 868-4818,https://livelazul.com
One Netanya Center,"323 Sunny Isles BlvdSunny Isles Beach, FL 33160",(305) 949-6226,https://www.regus.com/en-US
Stas Kolbin Realtor,"16850 Collins AveSunny Isles Beach, FL 33160",(786) 863-7481,
JB Realty Group Inc,"16727 NE 35th AveNorth Miami Beach, FL 33160",(305) 968-6839,
Caroline Golden Glades,"540 NW 159th StMiami, FL 33169",(786) 938-8430,
Hidden Cove Apartments,"1030 NW 155th LnMiami, FL 33169",(305) 685-4554,https://www.hiddencoveapartmentliving.com
Armani Rentals & Property Management,"6303 Blue Lagoon Dr Ste 400Miami, FL 33126",(786) 288-2168,
Florida Dreams Real Estate,"18205 Biscayne Blvd Ste 2205Aventura, FL 33160",(954) 729-8038,
The Residences at Thesis,"1340 S Dixie HwyCoral Gables, FL 33146",(305) 735-3152,https://www.gables.com/communities/florida/coral-gables/the-residences-at-thesis
LaVida Apartments,"6600 NW 7th StMiami, FL 33126",(305) 712-7885,https://www.simpsonpropertygroup.com/apartments/miami-florida/lavida-apartments-miami
The Cloisters Miami,"5830 SW 57th AveSouth Miami, FL 33143",(855) 476-7177,https://www.thecloistersmiami.com
District West Gables,"2001 Ludlam RdMiami, FL 33155",(844) 755-3027,https://www.districtwestgables.com
The Standard at Coral Gables,"1515 San Remo AveCoral Gables, FL 33146",(855) 687-1455,https://www.thestandardcoralgables.com
Aventura Oaks Apartment Homes,"1572 NE 191st StMiami, FL 33179",(305) 564-1250,http://www.rentaventuraoaks.com
"The Walden Group, LLC","1341 NW 174th StMiami, FL 33169",(786) 499-7814,
Turnberry Int'l. Realty,"19950 W Country Club DrAventura, FL 33180",(305) 924-0311,http://www.turnberry.com
Legacy Vista Palms,"361 NE 191st StMiami, FL 33179",(305) 454-9894,https://www.legacyresidential.com/VistaPalms
Ludlam Point,"6880 SW 44th StMiami, FL 33155",(305) 669-4808,https://grandpeaks.com/florida/ludlam-point
Midtown Aventura,"20080 W Dixie HwyMiami, FL 33180",(786) 520-3082,https://www.midtownaventura.com
Aventura Real Estate Inc,"2978 Aventura BlvdMiami, FL 33180",(305) 931-5550,http://www.aventurarealestateinc.com
Windsor Ludlam Trail Apartments,"7004 Bird RdMiami, FL 33155",(305) 376-7971,https://www.windsorludlamtrail.com
Manor Hialeah - Luxury Apartments,"7218 W 4th AveHialeah, FL 33014",(786) 648-7674,https://manorhialeah.com
RE/MAX PRESIDENTIAL AVENTURA,"20803 Biscayne Blvd Ste 105Miami, FL 33180",(888) 407-6374,
Horizons North Apartments,"665 Ives Dairy RdMiami, FL 33179",(305) 652-1258,https://www.horizonsnorthapts.com
Gran Vista at Doral,"4400 NW 79th AveDoral, FL 33166",(305) 306-8195,http://www.granvistadoral.com
Structor Corp,"8010 NW 56th StDoral, FL 33166",(305) 477-1895,http://www.structorcorp.com
Alexan Park 82nd Apartments,"8255 Park BlvdMiami, FL 33126",(877) 894-5975,https://www.apartments.com/alexan-park-82nd-doral-fl/cc78j8d
Cordoba,"8111 NW 53rd StDoral, FL 33166",(305) 392-5900,https://www.cordobadoralapts.com
Golden Towers Office,"15610 NE 6th AveMiami, FL 33162",(305) 944-3945,http://savannahga.gov
Rofalex Inc,"1755 NE 164th StNorth Miami Beach, FL 33162",(305) 945-8726,
Peninsula Housing Development 8,"725 NW 57th AveMiami, FL 33126",(305) 264-0012,
Winston Towers 200,"251 174th StSunny Isles Beach, FL 33160",(305) 932-0800,http://winstontowerssunnyislesbeach.com
Marian Towers,"17505 N Bay RdSunny Isles Beach, FL 33160",(305) 936-0722,
Centre Lake Apartments,"15754 NW 7th AveMiami, FL 33169",(407) 595-4885,https://www.hgliving.com/apartments/fl/miami/centre-lake
One Hundred Thirty-Fifth Street Apartments Inc,"2860 NW 135th StOpa Locka, FL 33054",(305) 681-0711,
Arvella Aventura,"2555 NE 179th StNorth Miami Beach, FL 33160",(786) 406-6400,https://liveatarvella.com
A M Group 36,"6555 NW 36th StVirginia Gardens, FL 33166",(305) 871-1514,
Lucky Palmetto Inc,"13105 NW 42nd AveOpa Locka, FL 33054",(305) 769-1536,
Assure Inc,"1501 Venera AveCoral Gables, FL 33146",(305) 571-5100,http://pier1.com/on/demandware.store/sites-pier1_us-site/default/localstore?storeid=0129&utm_source=local&utm_medium=locallistings&utm_campaign=facebook_localstore_listings&s_cid=lsl0000004
Advenir Presidential,"1572 NE 191st StMiami, FL 33179",(305) 949-7272,https://www.advenirliving.com
Artec Group Service,"7377 NW 54th StMiami, FL 33166",(305) 884-4533,http://www.artecgroupservices.com
Solid Ventures Enterprise,"7058 SW 44th StMiami, FL 33155",(305) 661-8400,
Royal Palms Apartments,"7707 NW 7th StMiami, FL 33126",(786) 388-8122,http://www.royalpalmsrentals.com
Alejandro Mena with Florida Capital Realty,"3900 NW 79th Ave Ste 223Doral, FL 33166",(305) 818-0121,http://www.floridacapitalrealty.com
Alhambra Business Center,"4811 NW 79th AveDoral, FL 33166",(305) 592-6559,
Atrium Office Park,"3900 NW 79th Avenue Suite 567Doral, FL 33166",(305) 592-6586,
Westland 49 Apt,"1333 W 49th PlHialeah, FL 33012",(786) 235-3762,
PS Business Park,"8216 NW 14th StDoral, FL 33126",(305) 590-1515,http://psbusinessparks.com
Mar Bar Management Inc,"7860 NW 71st St Ste 105Miami, FL 33166",(305) 456-0491,
Fanny Haim & Associates,"21338 W Dixie HwyMiami, FL 33180",(305) 937-0815,http://www.fannyhaim.com
Leksa at CityPlace,"8401 NW 34th TerDoral, FL 33122",(305) 728-0227,https://leksaatcityplace.com
X Offices Inc,"8300 NW 53rd StMiami, FL 33166",(305) 742-2100,https://xoffices.com?option=com_content&view=article&id=65&itemid=295
Keller Williams Elite Properties,,(786) 263-3942,http://www.kwaventura.com
Legacy Vista Palms,"361 NE 191st StMiami, FL 33179",(305) 454-9894,https://www.legacyresidential.com/VistaPalms
Structor Corp,"8010 NW 56th StDoral, FL 33166",(305) 477-1895,http://www.structorcorp.com
"Allegro Resorts Marketing, Inc.","6303 Blue Lagoon Dr # 270Miami, FL 33126",(305) 262-5909,http://www.vivaresorts.com
"Time Share Expo, Inc.","20533 Biscayne Blvd Ste 1236Miami, FL 33180",(888) 258-7598,
Caribbean Duplications,"20725 NE 16th AveMiami, FL 33179",(305) 627-3656,
Aesthetic and Reconstructive Surgeons,"3150 SW 38th AveMiami, FL 33146",(786) 409-4135,http://drfloresplasticsurgery.com
Off Lease of Miami,"3855 Bird RdMiami, FL 33146",(305) 631-2189,
Valencia Apartments,"430 Valencia AveCoral Gables, FL 33134",(305) 442-9890,
Gables Laroc,"441 Valencia AveCoral Gables, FL 33134",(305) 441-9510,http://gablesfitness.com
San Sebastian Apartments,"333 University Dr Apt 100Coral Gables, FL 33134",(305) 448-8334,http://san-sebastian-apartments.hub.biz
La Tina,"475 Biltmore Way Ste 109Coral Gables, FL 33134",(305) 456-0907,
Love Two Slips,"1921 NE 153rd StNorth Miami Beach, FL 33162",(305) 944-4471,http://lovetwoslips.com
Apf Research,"4483 SW 8th StCoral Gables, FL 33134",(786) 220-9450,http://www.apfresearch.com/es/contacto
La Familia Multiservices,"973 E 8th AveHialeah, FL 33010",(786) 631-3677,
Fernando J. Grullon Realtor,"135 San Lorenzo Ave Ste 150Coral Gables, FL 33146",(305) 613-0708,http://www.fjgrealtor.com
Royal Arms Properties,"375 S Royal Poinciana BlvdMiami Springs, FL 33166",(305) 887-4462,
Manor Merrick,"4311 Ponce De Leon BlvdCoral Gables, FL 33146",(305) 441-9374,
Inc Kingsway,"3737 Charles TerMiami, FL 33133",(305) 448-7427,
Royal Arms Properties,"333 S Royal Poinciana BlvdMiami Springs, FL 33166",(305) 889-1901,
Village of Merrick Park,"318 San Lorenzo AveCoral Gables, FL 33146",(305) 446-7671,http://www.ggp.com
Eventorist,"15510 W Dixie HwyNorth Miami Beach, FL 33162",(786) 916-6343,http://eventorist.com
Sunset Villas Condominiums Phase Iii Guardhouse,"4801 NW 7th StMiami, FL 33126",(305) 447-1489,http://sunsetvillas.com
The Residences at Merrick Park,"4251 Salzedo StCoral Gables, FL 33146",(305) 448-0098,http://www.apartmentsincoralgablesfl.com
Soriano Ismael,"4840 NW 7th StMiami, FL 33126",(305) 442-2073,
Oli J All Services,"1081 E 28th StHialeah, FL 33013",(786) 518-2006,
701 Valencia,"701 Valencia AveCoral Gables, FL 33134",(305) 684-0593,
USA Tax Solutions,"553 E 9th StHialeah, FL 33010",(786) 580-3715,http://myusataxsolutions.com
